wb_id,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,gene_names,gene_name,score,human_symbol
WBGene00008483,2.91391424014552e-141,0.0221028725693965,0.012,0,5.38345655866885e-137,Sensory,WBGene00008483,E04D5.4,WBGene00008483,0.012,
WBGene00017411,3.45640452998386e-141,0.0159922298357481,0.013,0,6.38570736914518e-137,Sensory,WBGene00017411,F13A2.2,WBGene00017411,0.013,
WBGene00007067,3.5195440040811e-141,0.033028873300821,0.026,0.004,6.50235754753984e-137,Sensory,WBGene00007067,4R79.2,WBGene00007067,0.022,RAB44
WBGene00015775,9.98812123396556e-141,0.0123964836729425,0.012,0,1.84530539797514e-136,Sensory,WBGene00015775,C14E2.6,WBGene00015775,0.012,
WBGene00015398,3.85650956558563e-140,0.0170192913411428,0.014,0,7.12490142241945e-136,Sensory,WBGene00015398,tag-293,WBGene00015398,0.014,
WBGene00016918,4.88025587832123e-140,0.0210917917332264,0.017,0.001,9.01627273519848e-136,Sensory,WBGene00016918,test-1,WBGene00016918,0.016,SPOCK3
WBGene00018552,4.98631466750978e-140,0.0155995828161438,0.012,0,9.21221634822433e-136,Sensory,WBGene00018552,srt-19,WBGene00018552,0.012,
WBGene00000216,2.07826473666912e-139,0.0256515697664283,0.016,0.001,3.8395941009962e-135,Sensory,WBGene00000216,asp-3,WBGene00000216,0.015,CTSD
WBGene00009784,2.34001457821362e-139,0.0383306733599708,0.055,0.019,4.32317693324966e-135,Sensory,WBGene00009784,F46C5.9,WBGene00009784,0.036,TBL2
WBGene00008447,3.00969921232228e-139,0.0134220071940274,0.013,0,5.56041929476542e-135,Sensory,WBGene00008447,E01G4.5,WBGene00008447,0.013,
WBGene00077588,8.98122949727723e-139,0.013996695321205,0.012,0,1.65928214962197e-134,Sensory,WBGene00077588,T26H8.5,WBGene00077588,0.012,
WBGene00009382,1.17257650973799e-138,0.0178200979865129,0.016,0.001,2.16633510174094e-134,Sensory,WBGene00009382,F34H10.5,WBGene00009382,0.015,
WBGene00009361,2.33160929547233e-138,0.0132431670110901,0.013,0,4.30764817338514e-134,Sensory,WBGene00009361,F33E2.5,WBGene00009361,0.013,
WBGene000067791,3.18739629901314e-138,0.106804053056354,0.31,0.218,5.88871466242678e-134,Sensory,WBGene00006779,NA,WBGene000067791,0.092,CAMK2A
WBGene00000562,4.28903238127207e-138,0.0235392456852458,0.023,0.003,7.92398732440015e-134,Sensory,WBGene00000562,cng-1,WBGene00000562,0.02,CNGA3
WBGene00020010,6.79058568027927e-138,0.023099665632396,0.021,0.003,1.25456070443159e-133,Sensory,WBGene00020010,R11G1.1,WBGene00020010,0.018,VLDLR
WBGene00008643,7.20958265701781e-138,0.0179336224492545,0.019,0.002,1.33197039588404e-133,Sensory,WBGene00008643,tmem-138,WBGene00008643,0.017,TMEM138
WBGene000051271,9.98620112351349e-138,0.01987899895876,0.021,0.003,1.84495065756912e-133,Sensory,WBGene00005127,NA,WBGene000051271,0.018,
WBGene00016998,1.35705775697747e-137,0.014318214667858,0.013,0,2.50716420601587e-133,Sensory,WBGene00016998,D1005.4,WBGene00016998,0.013,
WBGene00016314,2.19479480946273e-137,0.0218263840747086,0.026,0.004,4.05488341048239e-133,Sensory,WBGene00016314,C32D5.6,WBGene00016314,0.022,TTC39A
WBGene00023479,4.30258663119476e-137,0.0123839188477647,0.012,0,7.94902880113231e-133,Sensory,WBGene00023479,srz-67,WBGene00023479,0.012,
WBGene00018971,5.14918511372228e-137,0.0170194024304369,0.012,0,9.51311949760192e-133,Sensory,WBGene00018971,clec-67,WBGene00018971,0.012,
WBGene00006102,8.50058961964288e-137,0.0143886743240377,0.012,0,1.57048393222902e-132,Sensory,WBGene00006102,str-37,WBGene00006102,0.012,
WBGene000119171,1.34334027260919e-136,0.0436767543683438,0.066,0.025,2.48182115364548e-132,Sensory,WBGene00011917,NA,WBGene000119171,0.041,TXLNG
WBGene00003637,2.71528154539871e-136,0.0944749652364719,0.189,0.118,5.01648265512412e-132,Sensory,WBGene00003637,nhr-47,WBGene00003637,0.071,ESR1
WBGene00005670,2.90364028598114e-136,0.0169205397948902,0.016,0.001,5.36447542835015e-132,Sensory,WBGene00005670,sru-7,WBGene00005670,0.015,
WBGene00016090,3.17007118048915e-136,0.0174749395373515,0.014,0.001,5.85670650595371e-132,Sensory,WBGene00016090,aexr-2,WBGene00016090,0.013,PROKR2
WBGene00005827,5.26788005824732e-136,0.0132254552153485,0.012,0,9.73240840761193e-132,Sensory,WBGene00005827,,WBGene00005827,0.012,
WBGene00012217,5.95931455786447e-136,0.0131524508069998,0.012,0,1.10098336456546e-131,Sensory,WBGene00012217,W02H3.1,WBGene00012217,0.012,
WBGene00006208,1.15513191782459e-135,0.0133401054588717,0.012,0,2.13410621818094e-131,Sensory,WBGene00006208,str-163,WBGene00006208,0.012,
WBGene00001242,1.42149504605952e-135,0.0171624212306283,0.015,0.001,2.62621209759497e-131,Sensory,WBGene00001242,elo-4,WBGene00001242,0.014,ELOVL3
WBGene00015736,2.21251480733049e-135,0.013447414703625,0.012,0,4.08762110654308e-131,Sensory,WBGene00015736,srsx-11,WBGene00015736,0.012,
WBGene00022405,2.6112422211211e-135,0.0135791516232944,0.013,0,4.82427000352123e-131,Sensory,WBGene00022405,srsx-6,WBGene00022405,0.013,
WBGene00020865,1.03912352402681e-134,0.0357598608216287,0.04,0.011,1.91978071063954e-130,Sensory,WBGene00020865,T27E4.7,WBGene00020865,0.029,
WBGene00022537,1.8551979112743e-134,0.0135809552615547,0.013,0,3.42747814107928e-130,Sensory,WBGene00022537,ZC190.2,WBGene00022537,0.013,
WBGene00005585,2.16801466893685e-134,0.0123625312015837,0.011,0,4.00540710086084e-130,Sensory,WBGene00005585,sri-73,WBGene00005585,0.011,
WBGene00007241,2.24969813204272e-134,0.0310353234022778,0.013,0,4.15631729894892e-130,Sensory,WBGene00007241,txt-12,WBGene00007241,0.013,
WBGene00005998,4.12304996938889e-134,0.0119788590549091,0.011,0,7.61733481844598e-130,Sensory,WBGene00005998,,WBGene00005998,0.011,
WBGene00044612,4.72852062111524e-134,0.0188642297464299,0.019,0.002,8.73594184751041e-130,Sensory,WBGene00044612,Y57E12AR.1,WBGene00044612,0.017,TFPI2
WBGene00077758,7.56367386688663e-134,0.0124973980616694,0.012,0,1.39738874690731e-129,Sensory,WBGene00077758,irld-12,WBGene00077758,0.012,
WBGene00005410,1.09807426886402e-133,0.0123186439321041,0.011,0,2.02869221172627e-129,Sensory,WBGene00005410,srh-199,WBGene00005410,0.011,
WBGene00013647,1.55351208344462e-133,0.0254938375071597,0.022,0.003,2.87011357416393e-129,Sensory,WBGene00013647,Y105C5B.5,WBGene00013647,0.019,
WBGene00017635,3.06398169150297e-133,0.0126143083589201,0.012,0,5.66070617505174e-129,Sensory,WBGene00017635,F20D6.5,WBGene00017635,0.012,
WBGene00010602,3.91361573279012e-133,0.0124184320267979,0.012,0,7.23040506632975e-129,Sensory,WBGene00010602,nhr-197,WBGene00010602,0.012,NR2C2
WBGene00005958,5.5552947909665e-133,0.0134283113016415,0.011,0,1.02634071263106e-128,Sensory,WBGene00005958,srx-67,WBGene00005958,0.011,
WBGene00013286,5.8100933953395e-133,0.0139729574578417,0.013,0,1.07341475478897e-128,Sensory,WBGene00013286,Y57A10C.8,WBGene00013286,0.013,
WBGene00005175,1.81656895904842e-132,0.0120457046703931,0.012,0,3.35611115184196e-128,Sensory,WBGene00005175,,WBGene00005175,0.012,
WBGene00017493,2.81777186213797e-132,0.0120288385597454,0.011,0,5.2058335152999e-128,Sensory,WBGene00017493,irld-30,WBGene00017493,0.011,
WBGene00019552,3.62802259202998e-132,0.0118936405055609,0.011,0,6.70277173877538e-128,Sensory,WBGene00019552,K09C4.7,WBGene00019552,0.011,
WBGene00016049,4.09425505928524e-132,0.0241475412860931,0.012,0,7.56413622202948e-128,Sensory,WBGene00016049,srt-28,WBGene00016049,0.012,
WBGene00020777,4.26446873687854e-132,0.0122968003836454,0.012,0,7.87860599138311e-128,Sensory,WBGene00020777,T24E12.10,WBGene00020777,0.012,
WBGene00006005,7.28859537052437e-132,0.0121314568286728,0.011,0,1.34656799470438e-127,Sensory,WBGene00006005,srx-114,WBGene00006005,0.011,
WBGene00014744,1.44396179777531e-131,0.0113680314504904,0.011,0,2.66771942138989e-127,Sensory,WBGene00014744,,WBGene00014744,0.011,
WBGene00009903,1.8547722894895e-131,0.0125413842339886,0.011,0,3.42669180483185e-127,Sensory,WBGene00009903,F49E12.10,WBGene00009903,0.011,FAXDC2
WBGene00016279,2.24332413491583e-131,0.0123644319978342,0.012,0,4.14454133925699e-127,Sensory,WBGene00016279,C31B8.1,WBGene00016279,0.012,
WBGene000084391,2.68385449240711e-131,0.0320890250121567,0.041,0.012,4.95842117472213e-127,Sensory,WBGene00008439,NA,WBGene000084391,0.029,FBXO25
WBGene00015858,2.71366347014728e-131,0.012317142177346,0.011,0,5.0134932610971e-127,Sensory,WBGene00015858,C16D9.3,WBGene00015858,0.011,
WBGene00005755,2.71377617229486e-131,0.0124767176633896,0.011,0,5.01370147831475e-127,Sensory,WBGene00005755,srw-8,WBGene00005755,0.011,
WBGene000126151,4.68693471938835e-131,0.062506756854345,0.051,0.017,8.65911189406999e-127,Sensory,WBGene00012615,NA,WBGene000126151,0.034,
WBGene00017511,9.32657488376569e-131,0.0138349149869483,0.011,0,1.72308470977571e-126,Sensory,WBGene00017511,srbc-41,WBGene00017511,0.011,
WBGene000443111,1.14990947572784e-130,0.0326530353314569,0.045,0.014,2.12445775640719e-126,Sensory,WBGene00044311,NA,WBGene000443111,0.031,
WBGene00006192,1.85784382949691e-130,0.0148901588847428,0.011,0,3.43236647499554e-126,Sensory,WBGene00006192,str-145,WBGene00006192,0.011,
WBGene00005159,2.32029695583655e-130,0.0128002628557964,0.011,0,4.28674862590803e-126,Sensory,WBGene00005159,srg-1,WBGene00005159,0.011,
WBGene00011701,2.52137105124049e-130,0.0135587119183227,0.012,0,4.6582330171668e-126,Sensory,WBGene00011701,srab-17,WBGene00011701,0.012,
WBGene00000917,6.01027894920312e-130,0.0425369115478538,0.062,0.024,1.11039903586528e-125,Sensory,WBGene00000917,daf-25,WBGene00000917,0.038,ANKMY2
WBGene00012754,1.03901953984058e-129,0.0208670381333257,0.02,0.003,1.91958859985548e-125,Sensory,WBGene00012754,Y41C4A.7,WBGene00012754,0.017,
WBGene00235287,1.15161817081373e-129,0.0120314147460205,0.011,0,2.12761457057836e-125,Sensory,WBGene00235287,Y55F3C.17,WBGene00235287,0.011,
WBGene00022408,1.23750460364463e-129,0.017370967040859,0.011,0,2.28628975523345e-125,Sensory,WBGene00022408,srsx-3,WBGene00022408,0.011,
WBGene00014160,1.58040144828583e-129,0.0159264672030593,0.015,0.001,2.91979167570807e-125,Sensory,WBGene00014160,ZK938.3,WBGene00014160,0.014,
WBGene000178131,1.74160669099166e-129,0.0518075802025392,0.077,0.033,3.2176183616071e-125,Sensory,WBGene00017813,NA,WBGene000178131,0.044,
WBGene00005370,2.37954413750319e-129,0.0121610904535744,0.011,0,4.39620779403715e-125,Sensory,WBGene00005370,srh-154,WBGene00005370,0.011,
WBGene00017174,2.38114558773752e-129,0.0117689523023049,0.011,0,4.39916647334508e-125,Sensory,WBGene00017174,tat-6,WBGene00017174,0.011,ATP9B
WBGene00013856,2.50470862606814e-129,0.0179355379901844,0.017,0.002,4.62744918666088e-125,Sensory,WBGene00013856,ZC168.2,WBGene00013856,0.015,
WBGene000041841,2.51744677419631e-129,0.0635186307805775,0.123,0.066,4.65098291532768e-125,Sensory,WBGene00004184,NA,WBGene000041841,0.057,PTP4A1
WBGene00003838,2.70938902505929e-129,0.0136169792089132,0.012,0,5.00559622379704e-125,Sensory,WBGene00003838,ocr-1,WBGene00003838,0.012,TRPV6
WBGene00008043,3.00670598811567e-129,0.0186249930002198,0.014,0.001,5.55488931304371e-125,Sensory,WBGene00008043,C40H1.8,WBGene00008043,0.013,
WBGene00018136,3.52966573499792e-129,0.0352486817187246,0.015,0.001,6.52105744540866e-125,Sensory,WBGene00018136,F37A4.6,WBGene00018136,0.014,
WBGene000207271,5.91107675513121e-129,0.0310266449581115,0.037,0.01,1.09207143051049e-124,Sensory,WBGene00020727,NA,WBGene000207271,0.027,NPFFR2
WBGene00007537,8.08098848844865e-129,0.0150516647501911,0.014,0.001,1.49296262324089e-124,Sensory,WBGene00007537,fipr-8,WBGene00007537,0.013,
WBGene00005487,1.21445158347513e-128,0.0124875410473221,0.011,0,2.2436993004703e-124,Sensory,WBGene00005487,srh-282,WBGene00005487,0.011,
WBGene000036461,1.78102242509047e-128,0.0364076602309023,0.053,0.019,3.29043893035465e-124,Sensory,WBGene00003646,NA,WBGene000036461,0.034,HNF4A
WBGene00005999,4.80963561665257e-128,0.0115199724020317,0.011,0,8.88580180176563e-124,Sensory,WBGene00005999,srx-108,WBGene00005999,0.011,
WBGene00044476,7.12090298773476e-128,0.0130234280839239,0.011,0,1.315586826984e-123,Sensory,WBGene00044476,F56D6.14,WBGene00044476,0.011,
WBGene00010588,9.03795992590974e-128,0.0116011636673421,0.011,0,1.66976309631182e-123,Sensory,WBGene00010588,srz-14,WBGene00010588,0.011,
WBGene00001171,5.36803456545553e-127,0.026424468791387,0.031,0.007,9.91744385967909e-123,Sensory,WBGene00001171,egl-2,WBGene00001171,0.024,KCNH5
WBGene000035631,5.48965308736109e-127,0.0274812895277485,0.035,0.009,1.01421340788996e-122,Sensory,WBGene00003563,NA,WBGene000035631,0.026,NCS1
WBGene00007543,1.05416821691204e-126,0.0186057245424574,0.013,0,1.94757578074499e-122,Sensory,WBGene00007543,fipr-7,WBGene00007543,0.013,
WBGene00045337,1.21954469486592e-126,0.0109369978410915,0.011,0,2.25310882376479e-122,Sensory,WBGene00045337,M01B2.12,WBGene00045337,0.011,PHYHIPL
WBGene00012838,1.21960588572911e-126,0.010970798326199,0.011,0,2.25322187388454e-122,Sensory,WBGene00012838,Y43F8C.17,WBGene00012838,0.011,
WBGene00005965,1.23141250565573e-126,0.0116030608988411,0.011,0,2.27503460419895e-122,Sensory,WBGene00005965,srx-74,WBGene00005965,0.011,
WBGene00044228,1.50926383176491e-126,0.0122906638083361,0.012,0,2.78836492918567e-122,Sensory,WBGene00044228,,WBGene00044228,0.012,
WBGene00002085,1.57224314979221e-126,0.0128621851365536,0.011,0,2.90471921924111e-122,Sensory,WBGene00002085,ins-2,WBGene00002085,0.011,
WBGene00020225,1.81113519830295e-126,0.0119669754367388,0.011,0,3.3460722788647e-122,Sensory,WBGene00020225,sre-40,WBGene00020225,0.011,
WBGene00005484,1.82478863011438e-126,0.0121425827879144,0.011,0,3.37129699413631e-122,Sensory,WBGene00005484,srh-279,WBGene00005484,0.011,
WBGene00004859,2.06395673146401e-126,0.0127842998052272,0.013,0,3.81316006137977e-122,Sensory,WBGene00004859,sma-5,WBGene00004859,0.013,MAPK7
WBGene00018696,2.29581866219963e-126,0.0157580754191842,0.016,0.001,4.24152497841381e-122,Sensory,WBGene00018696,pho-6,WBGene00018696,0.015,ACP2
WBGene00005934,3.14005558306261e-126,0.0128294584886502,0.011,0,5.80125268970817e-122,Sensory,WBGene00005934,srx-43,WBGene00005934,0.011,
WBGene00005165,7.90921638109001e-126,0.0114699867835912,0.011,0,1.46122772640638e-121,Sensory,WBGene00005165,srg-7,WBGene00005165,0.011,
WBGene00005967,1.17355550620061e-125,0.0122182717917721,0.011,0,2.16814379770562e-121,Sensory,WBGene00005967,srx-76,WBGene00005967,0.011,
WBGene00019098,1.61118258500996e-125,0.0114000207155219,0.011,0,2.9766598258059e-121,Sensory,WBGene00019098,F59B1.4,WBGene00019098,0.011,
WBGene00005641,2.85643261204579e-125,0.0288855723575381,0.036,0.009,5.2772592507546e-121,Sensory,WBGene00005641,sro-1,WBGene00005641,0.027,RRH
WBGene00023264,3.1575000528105e-125,0.0112544904432537,0.011,0,5.83348134756741e-121,Sensory,WBGene00023264,,WBGene00023264,0.011,
WBGene00000734,4.14189334403771e-125,0.027546198746087,0.017,0.002,7.65214795310966e-121,Sensory,WBGene00000734,col-161,WBGene00000734,0.015,COL6A5
WBGene00077522,9.6071976577935e-125,0.0766837803313711,0.029,0.006,1.77492976727735e-120,Sensory,WBGene00077522,T10D4.15,WBGene00077522,0.023,
WBGene00006212,4.6538382550528e-124,0.014234655704244,0.011,0,8.59796617621006e-120,Sensory,WBGene00006212,str-168,WBGene00006212,0.011,
WBGene000445091,7.85372988162265e-124,0.0300307048277817,0.04,0.012,1.45097659562979e-119,Sensory,WBGene00044509,NA,WBGene000445091,0.028,
WBGene00015701,9.71374779543969e-124,0.0128058345410946,0.011,0,1.79461490520748e-119,Sensory,WBGene00015701,C11D2.3,WBGene00015701,0.011,
WBGene00000955,1.08024412337067e-123,0.0320066505263416,0.035,0.009,1.99575101792732e-119,Sensory,WBGene00000955,des-2,WBGene00000955,0.026,CHRNA7
WBGene00050891,4.03915055456631e-123,0.0159119317357618,0.01,0,7.46233064956126e-119,Sensory,WBGene00050891,C08E8.9,WBGene00050891,0.01,
WBGene00005178,4.05415003017201e-123,0.0112215705521952,0.01,0,7.49004218074279e-119,Sensory,WBGene00005178,srg-21,WBGene00005178,0.01,
WBGene000117071,6.53182779361047e-123,0.0382467055414708,0.081,0.036,1.20675518486953e-118,Sensory,WBGene00011707,NA,WBGene000117071,0.045,
WBGene00018941,7.71212069699415e-123,0.0129496215382827,0.01,0,1.42481429876967e-118,Sensory,WBGene00018941,F56C3.4,WBGene00018941,0.01,
WBGene000096191,9.17893143462286e-123,0.0315445360847094,0.04,0.012,1.69580758254657e-118,Sensory,WBGene00009619,NA,WBGene000096191,0.028,NPY2R
WBGene00020568,1.63546102794864e-122,0.0123535498722073,0.012,0,3.02151424913512e-118,Sensory,WBGene00020568,T19D2.3,WBGene00020568,0.012,
WBGene00005538,2.05330133676936e-122,0.0109673848416827,0.01,0,3.79347421968139e-118,Sensory,WBGene00005538,sri-26,WBGene00005538,0.01,
WBGene000073451,2.60187885297576e-122,0.0504452834209268,0.05,0.017,4.80697118087272e-118,Sensory,WBGene00007345,NA,WBGene000073451,0.033,
WBGene00016488,2.99413395282581e-122,0.0111402977193968,0.011,0,5.53166247784568e-118,Sensory,WBGene00016488,C36C9.5,WBGene00016488,0.011,
WBGene000031731,4.87558024535023e-122,0.144363124368211,0.087,0.043,9.00763450328454e-118,Sensory,WBGene00003173,NA,WBGene000031731,0.044,NOTCH2
WBGene00018786,6.74922657930127e-122,0.0122741878658112,0.011,0,1.24691961052591e-117,Sensory,WBGene00018786,hmbx-1,WBGene00018786,0.011,HMBOX1
WBGene00003633,8.58996733005606e-122,0.0135349759125604,0.012,0,1.58699646422786e-117,Sensory,WBGene00003633,nhr-43,WBGene00003633,0.012,NR2E3
WBGene00001701,3.49472486132618e-121,0.0114799895729728,0.011,0,6.45650418130011e-117,Sensory,WBGene00001701,grd-12,WBGene00001701,0.011,
WBGene00017483,4.17198490048792e-121,0.0133668495127693,0.012,0,7.70774210365144e-117,Sensory,WBGene00017483,lgc-22,WBGene00017483,0.012,CHRND
WBGene00000951,5.68414450683635e-121,0.0258335059560242,0.024,0.004,1.05014569763802e-116,Sensory,WBGene00000951,deg-3,WBGene00000951,0.02,CHRNA7
WBGene00005719,7.86804063484586e-121,0.0116441648432328,0.011,0,1.45362050728777e-116,Sensory,WBGene00005719,srv-8,WBGene00005719,0.011,
WBGene00015799,2.58240831489499e-120,0.0138443576884991,0.013,0.001,4.77099936176849e-116,Sensory,WBGene00015799,C15H9.3,WBGene00015799,0.012,
WBGene00005411,2.66046928652022e-120,0.0118164520426908,0.01,0,4.91521700684612e-116,Sensory,WBGene00005411,srh-200,WBGene00005411,0.01,
WBGene00001763,3.44286592471266e-120,0.0134799122375056,0.014,0.001,6.36069479590663e-116,Sensory,WBGene00001763,gst-15,WBGene00001763,0.013,HPGDS
WBGene000102351,4.34997700513479e-120,0.0560792947322462,0.054,0.02,8.03658251698652e-116,Sensory,WBGene00010235,NA,WBGene000102351,0.034,CYB5R4
WBGene00013723,6.30668609617736e-120,0.0114288096291578,0.011,0,1.16516025626877e-115,Sensory,WBGene00013723,Y106G6H.13,WBGene00013723,0.011,
WBGene00017371,6.87221162133548e-120,0.0107542286866309,0.01,0,1.26964109704173e-115,Sensory,WBGene00017371,sre-39,WBGene00017371,0.01,
WBGene00022796,1.34744355315332e-119,0.0111226263325669,0.01,0,2.48940196445076e-115,Sensory,WBGene00022796,ZK688.1,WBGene00022796,0.01,
WBGene00005516,2.35759153509495e-119,0.012601962737561,0.011,0,4.35565036108793e-115,Sensory,WBGene00005516,sri-4,WBGene00005516,0.011,
WBGene00005481,2.71514029240286e-119,0.0138046948338838,0.012,0,5.01622169021429e-115,Sensory,WBGene00005481,srh-276,WBGene00005481,0.012,
WBGene00021490,8.61684370415773e-119,0.0142524277570671,0.01,0,1.59196187434314e-114,Sensory,WBGene00021490,Y40B10A.5,WBGene00021490,0.01,
WBGene00010367,9.20547437791202e-119,0.011840841372971,0.012,0,1.70071139131925e-114,Sensory,WBGene00010367,H05L14.2,WBGene00010367,0.012,RLIM
WBGene000042121,1.26256558383148e-118,0.0976893641128897,0.112,0.062,2.33258991612867e-114,Sensory,WBGene00004212,NA,WBGene000042121,0.05,MAP2
WBGene00007885,1.75189587245244e-118,0.0148542570265479,0.013,0.001,3.23662762435588e-114,Sensory,WBGene00007885,ugt-21,WBGene00007885,0.012,UGT1A10
WBGene00015665,1.75588535025241e-118,0.0115897770335026,0.01,0,3.24399818459132e-114,Sensory,WBGene00015665,C10A4.4,WBGene00015665,0.01,
WBGene00017653,2.57189649593606e-118,0.151606252894739,0.301,0.233,4.75157877624187e-114,Sensory,WBGene00017653,F21C10.3,WBGene00017653,0.068,
WBGene00022552,4.98074528699476e-118,0.0135941590565045,0.011,0,9.20192691772282e-114,Sensory,WBGene00022552,ZC196.9,WBGene00022552,0.011,
WBGene00019426,5.0785050695192e-118,0.0110128791398642,0.01,0,9.38253811593673e-114,Sensory,WBGene00019426,cutl-16,WBGene00019426,0.01,
WBGene00016531,9.3242823323191e-118,0.0139564094280088,0.014,0.001,1.72266116089595e-113,Sensory,WBGene00016531,pcyt-2.2,WBGene00016531,0.013,PCYT2
WBGene00008030,1.13899256371968e-117,0.0112475630314399,0.01,0,2.10428876147212e-113,Sensory,WBGene00008030,scl-8,WBGene00008030,0.01,PI16
WBGene000183981,1.73454472257669e-117,0.0137583345848752,0.013,0.001,3.20457137496044e-113,Sensory,WBGene00018398,NA,WBGene000183981,0.012,SPTLC2
WBGene00044419,1.74767745627243e-117,0.0109629030566484,0.01,0,3.22883410046331e-113,Sensory,WBGene00044419,fbxc-17,WBGene00044419,0.01,
WBGene00005766,2.53373063953737e-117,0.0112047636809321,0.01,0,4.6810673565453e-113,Sensory,WBGene00005766,srw-19,WBGene00005766,0.01,
WBGene00005742,4.96158252394499e-117,0.013350570314307,0.011,0,9.16652371298838e-113,Sensory,WBGene00005742,srv-31,WBGene00005742,0.011,
WBGene00018384,5.78247113600564e-117,0.0105649167509444,0.01,0,1.06831154237704e-112,Sensory,WBGene00018384,F43C11.7,WBGene00018384,0.01,TRIM2
WBGene00219650,8.50129996869887e-117,0.0177937897475058,0.019,0.003,1.57061516921712e-112,Sensory,WBGene00219650,linc-56,WBGene00219650,0.016,
WBGene00005333,8.84232176248693e-117,0.0115352199215712,0.01,0,1.63361894561946e-112,Sensory,WBGene00005333,,WBGene00005333,0.01,
WBGene00005136,1.25790744136699e-116,0.0125117542411988,0.01,0,2.32398399792551e-112,Sensory,WBGene00005136,srd-59,WBGene00005136,0.01,
WBGene000079321,1.8620423916478e-116,0.0249577056352541,0.029,0.007,3.4401233185693e-112,Sensory,WBGene00007932,NA,WBGene000079321,0.022,
WBGene00005349,2.27776978211912e-116,0.0109881915769205,0.01,0,4.20817967246508e-112,Sensory,WBGene00005349,srh-132,WBGene00005349,0.01,
WBGene00005716,2.9372102451395e-116,0.0110636758427912,0.01,0,5.42649592789523e-112,Sensory,WBGene00005716,srv-5,WBGene00005716,0.01,
WBGene00022658,4.51897183188775e-116,0.010885771213793,0.01,0,8.34880045941262e-112,Sensory,WBGene00022658,,WBGene00022658,0.01,
WBGene00005964,4.52343578589206e-116,0.0102894414796498,0.01,0,8.35704761443557e-112,Sensory,WBGene00005964,srx-73,WBGene00005964,0.01,
WBGene000120621,6.47336654872921e-116,0.0453985520031041,0.046,0.016,1.19595446987772e-111,Sensory,WBGene00012062,NA,WBGene000120621,0.03,
WBGene00005550,8.51832004247925e-116,0.0108421593548505,0.01,0,1.57375962784804e-111,Sensory,WBGene00005550,sri-38,WBGene00005550,0.01,
WBGene00005686,1.15189337349716e-115,0.0113388831364141,0.01,0,2.128123007536e-111,Sensory,WBGene00005686,sru-23,WBGene00005686,0.01,
WBGene000106691,1.57295413499509e-115,0.0166355885315019,0.018,0.002,2.90603276440343e-111,Sensory,WBGene00010669,NA,WBGene000106691,0.016,
WBGene00020048,1.57480292087495e-115,0.0277577906890923,0.031,0.008,2.90944839631648e-111,Sensory,WBGene00020048,lgc-12,WBGene00020048,0.023,CHRNA6
WBGene00018466,2.52736768413306e-115,0.0143047890758879,0.015,0.001,4.66931179643582e-111,Sensory,WBGene00018466,F45E1.5,WBGene00018466,0.014,
WBGene00014241,3.30510761544613e-115,0.0107006827074782,0.01,0,6.10618631953673e-111,Sensory,WBGene00014241,ZK1251.3,WBGene00014241,0.01,SRD5A2
WBGene00003652,3.3984890560953e-115,0.0190105681899138,0.02,0.003,6.27870853113606e-111,Sensory,WBGene00003652,nhr-62,WBGene00003652,0.017,HNF4A
WBGene00044386,5.84206058326952e-115,0.0100937213939243,0.01,0,1.07932069275904e-110,Sensory,WBGene00044386,C27A2.7,WBGene00044386,0.01,PRDM5
WBGene00009912,5.84270834570568e-115,0.0100588318422364,0.01,0,1.07944036686912e-110,Sensory,WBGene00009912,srz-94,WBGene00009912,0.01,
WBGene00044678,6.92152612544419e-115,0.0118762625190195,0.01,0,1.27875195167581e-110,Sensory,WBGene00044678,B0303.16,WBGene00044678,0.01,
WBGene00008671,7.00661881681671e-115,0.0113416163328463,0.01,0,1.29447282640689e-110,Sensory,WBGene00008671,F11A5.3,WBGene00008671,0.01,RAB2B
WBGene00007484,7.41494098643502e-115,0.012760325689981,0.012,0.001,1.36991034724387e-110,Sensory,WBGene00007484,C09G1.2,WBGene00007484,0.011,
WBGene00006217,7.41669262731685e-115,0.0106549279415214,0.01,0,1.37023396289679e-110,Sensory,WBGene00006217,str-173,WBGene00006217,0.01,
WBGene00008630,1.14622995531041e-114,0.0110417957137775,0.01,0,2.11765984243599e-110,Sensory,WBGene00008630,nhr-175,WBGene00008630,0.01,HNF4A
WBGene00006646,1.1775639888029e-114,0.0292793533603477,0.039,0.012,2.17554946931336e-110,Sensory,WBGene00006646,tsp-20,WBGene00006646,0.027,TSPAN11
WBGene00005836,1.47037769508629e-114,0.0103680134438882,0.01,0,2.71652279167192e-110,Sensory,WBGene00005836,srw-89,WBGene00005836,0.01,
WBGene00020775,1.48515013449073e-114,0.0105672631434688,0.01,0,2.74381487347163e-110,Sensory,WBGene00020775,T24E12.6,WBGene00020775,0.01,
WBGene00015962,2.18190351738162e-114,0.0103504546403327,0.01,0,4.03106674836254e-110,Sensory,WBGene00015962,srbc-8,WBGene00015962,0.01,
WBGene00005187,2.47696391789456e-114,0.0116481249915934,0.011,0,4.57619083831021e-110,Sensory,WBGene00005187,srg-30,WBGene00005187,0.011,
WBGene00045276,3.93264941621839e-114,0.0443127602386632,0.014,0.001,7.26556979646348e-110,Sensory,WBGene00045276,F18E3.13,WBGene00045276,0.013,
