WBGeneID,WormbaseID,CelGeneID,Celegans_Symbol,Celegans_Tag,Human_Symbol,Human_Gene_ID,Identity,Evalue,Bits,Method,Publication
WBGene00016260,WBGene00016260,172426,rege-1,C30F12.1,KHNYN,23351,45.062,0,160,NotRBH-HCOPandCelEqual,
WBGene00016260,WBGene00016260,172426,rege-1,C30F12.1,ZC3H12A,80149,45.631,0,276,NotRBH-HCOPandCelEqual,
WBGene00016260,WBGene00016260,172426,rege-1,C30F12.1,ZC3H12C,85463,46.789,0,296,RBH,
WBGene00016260,WBGene00016260,172426,rege-1,C30F12.1,ZC3H12D,340152,42.857,0,271,NotRBH-HCOPandCelEqual,
WBGene00016260,WBGene00016260,172426,rege-1,C30F12.1,ZC3H12B,340554,45.511,0,287,NotRBH-HCOPandCelEqual,
WBGene00016261,WBGene00016261,172427,,C30F12.2,AFG1L,246269,43.836,0,350,RBH,
WBGene00016265,WBGene00016265,183056,trhr-1,C30F12.6,TRHR,7201,39.403,0,223,RBH,
WBGene00016266,WBGene00016266,172430,idhg-2,C30F12.7,IDH3G,3421,56.338,0,409,RBH,
WBGene00016269,WBGene00016269,181746,,C30G4.4,TSC22D2,9819,745,0,75.9,OnlyCelToHuman,
WBGene00016274,WBGene00016274,174195,,C30G12.2,RDH16,8608,28.78,2.29E-15,74.3,OnlyCelToHuman2,
WBGene00016278,WBGene00016278,172191,erp-44.1,C30H7.2,ERP44,23071,44.75,0,349,RBH,
WBGene00016283,WBGene00016283,178748,zmp-3,C31B8.8,MMP24,10893,327,0,177,OnlyCelToHuman,
WBGene00016292,WBGene00016292,180784,tbc-7,C31H2.1,TBC1D24,57465,25.73,0,158,RBH,
WBGene00016292,WBGene00016292,180784,tbc-7,C31H2.1,H3BQ06,-,25.753,0,86.3,NotRBH-HCOPandCelEqual,
WBGene00016294,WBGene00016294,183101,,C31H2.4,HPD,3242,42.432,4.32E-99,298,OnlyCelToHuman2,
WBGene00016300,WBGene00016300,183111,,C32B5.7,CTSH,1512,304,0,104,OnlyCelToHuman,
WBGene00016306,WBGene00016306,183116,,C32B5.13,CTSH,1512,304,0,65.5,OnlyCelToHuman,
WBGene00016311,WBGene00016311,174042,efr-3,C32D5.3,EFR3A,23167,40.14,0,475,RBH,
WBGene00016313,WBGene00016313,174045,set-4,C32D5.5,KMT5B,51111,42.177,0,214,NotRBH-HCOPandCelEqual,
WBGene00016313,WBGene00016313,174045,set-4,C32D5.5,KMT5C,84787,43.382,0,211,RBH,
WBGene00016314,WBGene00016314,174046,,C32D5.6,TTC39A,22996,35.59,0,348,NotRBH-HCOPandCelEqual,
WBGene00016314,WBGene00016314,174046,,C32D5.6,TTC39B,158219,37.297,0,378,RBH,
WBGene00016316,WBGene00016316,174048,,C32D5.8,NXN,64359,301,0,104,OnlyCelToHuman,
WBGene00016318,WBGene00016318,174052,,C32D5.11,RNF8,9025,451,0.00000174,50.8,OnlyCelToHuman,
WBGene00016319,WBGene00016319,174053,,C32D5.12,NSDHL,50814,244,0.0000000344,54.3,OnlyCelToHuman,
WBGene00016320,WBGene00016320,183123,,C32E8.1,TRIM23,373,39.706,9.96E-12,61.2,OnlyCelToHuman2,
WBGene00016321,WBGene00016321,171948,tppp-1,C32E8.3,TPPP,11076,39.759,0,103,NotRBH-HCOPandCelEqual,
WBGene00016321,WBGene00016321,171948,tppp-1,C32E8.3,TPPP3,51673,42.331,0,107,RBH,
WBGene00016321,WBGene00016321,171948,tppp-1,C32E8.3,TPPP2,122664,41.667,0,105,NotRBH-HCOPandCelEqual,
WBGene00016323,WBGene00016323,171946,,C32E8.5,SNIP1,79753,68.362,0,248,RBH,
WBGene00016324,WBGene00016324,171945,,C32E8.6,ACSF3,197322,22.334,6.48E-17,82.8,OnlyCelToHuman2,
WBGene00016325,WBGene00016325,171951,,C32E8.9,ECHDC1,55862,29.231,0,106,RBH,
WBGene00016326,WBGene00016326,171953,ubr-1,C32E8.11,UBR2,23304,29.898,0,412,RBH,
WBGene00016326,WBGene00016326,171953,ubr-1,C32E8.11,UBR1,197131,29.475,0,362,NotRBH-HCOPandCelEqual,
WBGene00016328,WBGene00016328,183125,pde-5,C32E12.2,PDE10A,10846,45.174,0,489,RBH,
WBGene00016331,WBGene00016331,172253,obr-4,C32F10.1,OSBPL9,114883,42.896,0,560,RBH,
WBGene00016333,WBGene00016333,172252,,C32F10.8,GPT,2875,56.846,0,574,RBH,
WBGene00016333,WBGene00016333,172252,,C32F10.8,GPT2,84706,53.846,0,535,NotRBH-HCOPandCelEqual,
WBGene00016335,WBGene00016335,173574,gba-1,C33C12.3,GBA,2629,40,3.00E-115,350,OnlyCelToHuman2,
WBGene00016340,WBGene00016340,183155,gba-2,C33C12.8,GBA,2629,38.163,2.83E-111,340,OnlyCelToHuman2,
WBGene00016341,WBGene00016341,173575,mtq-2,C33C12.9,N6AMT1,29104,47.15,0,164,RBH,
WBGene00016343,WBGene00016343,180591,cnnm-3,C33D12.2,CNNM4,26504,38.176,5.41E-118,374,OnlyCelToHuman2,
WBGene00016344,WBGene00016344,180593,rsef-1,C33D12.6,RASEF,158158,47.087,0,196,RBH,
WBGene00016350,WBGene00016350,183165,,C33E10.10,DHRS7B,25979,36.22,2.60E-17,75.9,OnlyCelToHuman2,
WBGene00016352,WBGene00016352,173832,tbck-1,C33F10.2,TBCK,93627,29.82,0,318,RBH,
WBGene00016354,WBGene00016354,173828,rig-6,C33F10.5,CNTN3,5067,1028,0,253,OnlyCelToHuman,
WBGene00016356,WBGene00016356,173829,,C33F10.8,PTPRZ1,5803,2013,0,95.9,OnlyCelToHuman,
WBGene00016358,WBGene00016358,183168,,C33F10.12,SLC25A3,5250,66.458,1.38E-142,409,OnlyCelToHuman2,
WBGene00016364,WBGene00016364,183178,nhr-161,C33G8.7,HNF4A,3172,329,0,68.6,OnlyCelToHuman,
WBGene00016365,WBGene00016365,183179,nhr-139,C33G8.8,PPARG,5468,31.034,3.17E-09,57.8,OnlyCelToHuman2,
WBGene00016366,WBGene00016366,3565647,nhr-140,C33G8.9,NR2F2,7026,175,0.000000000859,59.3,OnlyCelToHuman,
WBGene00016367,WBGene00016367,183181,nhr-162,C33G8.10,HNF4G,3174,25.836,1.55E-10,61.6,OnlyCelToHuman2,
WBGene00016368,WBGene00016368,183182,nhr-163,C33G8.12,HNF4G,3174,37.634,6.09E-11,63.2,OnlyCelToHuman2,
WBGene00016373,WBGene00016373,183186,swd-2.1,C33H5.6,WDR82,80335,33.77,8.56E-59,191,OnlyCelToHuman2,
WBGene00016374,WBGene00016374,177561,swd-2.2,C33H5.7,WDR82,80335,43.087,0,268,RBH,
WBGene00016375,WBGene00016375,183187,rpap-3,C33H5.8,TTC1,7265,37.615,3.63E-11,62.4,OnlyCelToHuman2,
WBGene00016376,WBGene00016376,177562,sec-10,C33H5.9,EXOC5,10640,36.446,0,436,RBH,
WBGene00016378,WBGene00016378,177565,imp-3,C33H5.11,HM13,81502,22.642,5.62E-08,54.7,OnlyCelToHuman2,
WBGene00016380,WBGene00016380,177567,ntp-1,C33H5.14,ENTPD7,57089,33.579,3.05E-86,278,OnlyCelToHuman2,
WBGene00016382,WBGene00016382,183190,,C33H5.16,PTPRZ1,5803,2004,0,160,OnlyCelToHuman,
WBGene00016383,WBGene00016383,177568,zgpa-1,C33H5.17,ZGPAT,84619,26.972,0,115,NotRBH-HCOPandCelEqual,
WBGene00016383,WBGene00016383,177568,zgpa-1,C33H5.17,V9GY48,-,26.862,0,119,RBH,
WBGene00016384,WBGene00016384,3565046,cdgs-1,C33H5.18,CDS1,1040,51.754,0,457,RBH,
WBGene00016384,WBGene00016384,3565046,cdgs-1,C33H5.18,CDS2,8760,50.217,0,445,NotRBH-HCOPandCelEqual,
WBGene00016388,WBGene00016388,172964,,C34B2.3,TTBK2,146057,300,0,157,OnlyCelToHuman,
WBGene00016389,WBGene00016389,183192,,C34B2.4,LDB3,11155,35.789,1.86E-14,68.2,OnlyCelToHuman2,
WBGene00016390,WBGene00016390,172965,ttc-1,C34B2.5,TTC1,7265,35.928,0,97.8,RBH,
WBGene00016391,WBGene00016391,172966,lonp-1,C34B2.6,LONP1,9361,52.772,0,914,RBH,
WBGene00016392,WBGene00016392,172968,sdha-2,C34B2.7,SDHA,6389,71.36,0,903,OnlyCelToHuman2,
WBGene00016393,WBGene00016393,172969,,C34B2.8,NDUFA13,51079,33.333,0,74.7,RBH,
WBGene00016395,WBGene00016395,172967,,C34B2.10,SPCS1,28972,34.118,0,68.6,RBH,
WBGene00016398,WBGene00016398,177489,,C34D4.2,PPP1CB,5500,51.14,6.60E-116,337,OnlyCelToHuman2,
WBGene00016400,WBGene00016400,183205,,C34D4.4,TVP23B,51030,41.509,0,134,RBH,
WBGene00016400,WBGene00016400,183205,,C34D4.4,TVP23C,201158,32.184,0,102,NotRBH-HCOPandCelEqual,
WBGene00016400,WBGene00016400,183205,,C34D4.4,TVP23A,780776,37.356,0,124,NotRBH-HCOPandCelEqual,
WBGene00016405,WBGene00016405,177486,hecd-1,C34D4.14,HECTD1,25831,52.315,0,654,RBH,
WBGene00016406,WBGene00016406,181060,,C34D10.1,MOSPD1,56180,37.073,0,118,RBH,
WBGene00016407,WBGene00016407,181059,,C34D10.2,UNKL,64718,60.738,0,389,NotRBH-HCOPandCelEqual,
WBGene00016407,WBGene00016407,181059,,C34D10.2,UNK,85451,44.66,0,403,RBH,
WBGene00016408,WBGene00016408,175717,prmt-5,C34E10.5,PRMT5,10419,34.056,0,319,RBH,
WBGene00016411,WBGene00016411,175715,,C34E10.10,UTP23,84294,40.741,0,136,RBH,
WBGene00016415,WBGene00016415,173891,ampd-1,C34F11.3,AMPD1,270,46.194,0,667,NotRBH-HCOPandCelEqual,
WBGene00016415,WBGene00016415,173891,ampd-1,C34F11.3,AMPD2,271,58.104,0,775,RBH,
WBGene00016415,WBGene00016415,173891,ampd-1,C34F11.3,AMPD3,272,52.722,0,704,NotRBH-HCOPandCelEqual,
WBGene00016416,WBGene00016416,266855,,C34F11.5,BMX,660,613,0,126,OnlyCelToHuman,
WBGene00016418,WBGene00016418,24104280,hpo-27,C34G6.1,MROH2B,133558,20.825,0,169,NotRBH-HCOPandCelEqual,
WBGene00016418,WBGene00016418,24104280,hpo-27,C34G6.1,MROH2A,339766,19.053,0,87.8,NotRBH-HCOPandCelEqual,
WBGene00016418,WBGene00016418,24104280,hpo-27,C34G6.1,MROH5,389690,21.537,0,82.8,NotRBH-HCOPandCelEqual,
WBGene00016418,WBGene00016418,24104280,hpo-27,C34G6.1,MROH6,642475,21.982,0.000000866,52,NotRBH-HCOPandCelEqual,
WBGene00016418,WBGene00016418,24104280,hpo-27,C34G6.1,MROH1,727957,28.038,0,353,RBH,
WBGene00016419,WBGene00016419,172263,tyr-4,C34G6.2,TYR,7299,28.016,0,79.3,RBH,
WBGene00016421,WBGene00016421,172260,cdc-7,C34G6.5,CDC7,8317,35.417,0,78.2,NotRBH-HCOPandCelEqual,
WBGene00016423,WBGene00016423,180886,tag-275,C34H3.1,ADAM28,10863,441,0,81.6,OnlyCelToHuman,
WBGene00016431,WBGene00016431,178921,,C35A11.4,SLC2A3,6515,29.374,6.64E-57,197,OnlyCelToHuman2,
WBGene00016435,WBGene00016435,177168,,C35B1.5,NXNL2,158046,36.424,3.96E-24,91.3,OnlyCelToHuman2,
WBGene00016438,WBGene00016438,181152,,C35B8.3,TCAIM,285343,24.444,0,91.3,RBH,
WBGene00016439,WBGene00016439,175651,,C35D10.1,EMC7,56851,39.698,0,136,RBH,
WBGene00016440,WBGene00016440,175649,gipc-1,C35D10.2,GIPC1,10755,37.884,0,202,RBH,
WBGene00016442,WBGene00016442,183238,,C35D10.5,UQCC1,55245,30.357,0,89.4,RBH,
WBGene00016443,WBGene00016443,175645,,C35D10.6,AKR1B10,57016,33.22,5.91E-50,167,OnlyCelToHuman2,
WBGene00016446,WBGene00016446,175646,,C35D10.10,TMX2,51075,37.45,0,191,RBH,
WBGene00016448,WBGene00016448,183240,,C35D10.12,TRMT9B,57604,39.394,0,142,RBH,
WBGene00016450,WBGene00016450,175652,clec-5,C35D10.14,TLL1,7092,36.111,4.20E-15,77.4,OnlyCelToHuman2,
WBGene00016451,WBGene00016451,183242,clec-6,C35D10.15,CSMD1,64478,1557,0,81.6,OnlyCelToHuman,
WBGene00016452,WBGene00016452,259504,,C35D10.17,CMC2,56942,48.214,0,59.7,RBH,
WBGene00016462,WBGene00016462,172988,,C35E7.10,FER,2241,38.338,3.61E-72,242,OnlyCelToHuman2,
WBGene00016464,WBGene00016464,183253,,C36B7.1,DYRK3,8444,32.412,7.10E-57,197,OnlyCelToHuman2,
WBGene00016465,WBGene00016465,183254,,C36B7.2,DYRK3,8444,29.563,2.53E-53,187,OnlyCelToHuman2,
WBGene00016468,WBGene00016468,180975,,C36B7.5,HMCN1,83872,34.615,5.39E-43,172,OnlyCelToHuman2,
WBGene00016469,WBGene00016469,180976,,C36B7.6,CLPTM1,1209,52.981,0,612,RBH,
WBGene00016489,WBGene00016489,181773,fubl-3,C36E6.1,FUBP3,8939,33.415,1.16E-55,198,OnlyCelToHuman2,
WBGene00016490,WBGene00016490,181774,,C36E6.2,C6orf106,64771,27.027,0,88.6,RBH,
WBGene00016491,WBGene00016491,172400,acdh-5,C37A2.3,ACADL,33,422,0,210,OnlyCelToHuman,
WBGene00016492,WBGene00016492,183284,,C37A2.6,ETFBKMT,254013,39.91,0,156,RBH,
WBGene00016493,WBGene00016493,172401,,C37A2.7,RPLP2,6181,53.03,1.84E-18,73.9,OnlyCelToHuman2,
WBGene00016496,WBGene00016496,179165,,C37C3.2,EIF5,1983,48.12,0,346,RBH,
WBGene00016499,WBGene00016499,183289,,C37C3.7,TNXB,7148,399,0,68.2,OnlyCelToHuman,
WBGene00016500,WBGene00016500,179163,memo-1,C37C3.8,MEMO1,7795,52.397,0,286,RBH,
WBGene00016506,WBGene00016506,183295,abhd-5.1,C37H5.2,ABHD4,63874,40.549,1.99E-79,246,OnlyCelToHuman2,
WBGene00016507,WBGene00016507,178877,abhd-5.2,C37H5.3,ABHD4,63874,43.161,0,270,RBH,
WBGene00016508,WBGene00016508,178874,,C37H5.5,NOC3L,64318,33.473,0,295,RBH,
WBGene00016509,WBGene00016509,178872,adss-1,C37H5.6,ADSS,159,53.935,0,462,RBH,
WBGene00016509,WBGene00016509,178872,adss-1,C37H5.6,ADSSL1,122622,51.37,0,461,NotRBH-HCOPandCelEqual,
WBGene00016511,WBGene00016511,178878,,C37H5.13,ACOT8,10005,37.003,2.64E-62,203,OnlyCelToHuman2,
WBGene00016513,WBGene00016513,178641,,C38C3.4,TTBK1,84630,31.988,3.50E-46,167,OnlyCelToHuman2,
WBGene00016517,WBGene00016517,183304,nhr-260,C38C3.9,HNF4G,3174,25.485,1.74E-22,98.2,OnlyCelToHuman2,
WBGene00016524,WBGene00016524,183325,,C39B5.6,GATB,5188,46.078,0,243,RBH,
WBGene00016531,WBGene00016531,181047,pcyt-2.2,C39D10.3,PCYT2,5833,32.047,2.67E-61,201,OnlyCelToHuman2,
WBGene00016539,WBGene00016539,178619,madd-2,C39F7.2,MID1,4281,22.979,0,118,NotRBH-HCOPandCelEqual,
WBGene00016539,WBGene00016539,178619,madd-2,C39F7.2,MID2,11043,23.55,0,112,NotRBH-HCOPandCelEqual,
WBGene00016539,WBGene00016539,178619,madd-2,C39F7.2,TRIM36,55521,20.995,0,106,NotRBH-HCOPandCelEqual,
WBGene00016539,WBGene00016539,178619,madd-2,C39F7.2,FSD1,79187,24.609,0,88.6,NotRBH-HCOPandCelEqual,
WBGene00016539,WBGene00016539,178619,madd-2,C39F7.2,TRIM46,80128,21.842,0,92,NotRBH-HCOPandCelEqual,
WBGene00016539,WBGene00016539,178619,madd-2,C39F7.2,FSD1L,83856,25.105,0,99.4,NotRBH-HCOPandCelEqual,
WBGene00016539,WBGene00016539,178619,madd-2,C39F7.2,TRIM9,114088,37.869,0,514,RBH,
WBGene00016539,WBGene00016539,178619,madd-2,C39F7.2,FSD2,123722,22.014,0,69.3,NotRBH-HCOPandCelEqual,
WBGene00016539,WBGene00016539,178619,madd-2,C39F7.2,CMYA5,202333,23.611,0.00000949,51.2,NotRBH-HCOPandCelEqual,
WBGene00016539,WBGene00016539,178619,madd-2,C39F7.2,TRIM67,440730,35.882,0,483,NotRBH-HCOPandCelEqual,
WBGene00016540,WBGene00016540,178621,,C39F7.5,BTBD7,55727,26.843,0,211,RBH,
WBGene00016541,WBGene00016541,177341,,C39H7.1,TTBK2,146057,301,0,233,OnlyCelToHuman,
WBGene00016545,WBGene00016545,183352,,C40A11.2,KCTD10,83892,33.333,5.89E-19,82.8,OnlyCelToHuman2,
WBGene00016546,WBGene00016546,183353,,C40A11.3,KCTD10,83892,32.653,2.61E-20,87,OnlyCelToHuman2,
WBGene00016547,WBGene00016547,173571,,C40A11.4,KCTD10,83892,36.735,7.37E-13,66.2,OnlyCelToHuman2,
WBGene00016548,WBGene00016548,183354,hpo-7,C40A11.5,PTPN1,5770,276,0,65.9,OnlyCelToHuman,
WBGene00016549,WBGene00016549,173572,,C40A11.6,KCTD10,83892,39.716,2.88E-25,100,OnlyCelToHuman2,
WBGene00016550,WBGene00016550,183355,,C40A11.7,KCTD10,83892,38.621,6.67E-25,99.4,OnlyCelToHuman2,
WBGene00016558,WBGene00016558,180815,pks-1,C41A3.1,FASN,2194,34.417,7.79E-46,185,OnlyCelToHuman2,
WBGene00016562,WBGene00016562,3565087,,C41D11.3,CSRNP1,64651,27.586,0,84,NotRBH-HCOPandCelEqual,
WBGene00016562,WBGene00016562,3565087,,C41D11.3,CSRNP3,80034,31.982,0,95.5,NotRBH-HCOPandCelEqual,
WBGene00016562,WBGene00016562,3565087,,C41D11.3,CSRNP2,81566,31.466,0,100,RBH,
WBGene00016566,WBGene00016566,172047,eri-7,C41D11.7,IGHMBP2,3508,28.508,1.48E-42,164,OnlyCelToHuman2,
WBGene00016567,WBGene00016567,266651,,C41D11.9,TM2D3,80213,45.783,0,151,RBH,
WBGene00016570,WBGene00016570,180841,gnrr-4,C41G11.4,AVPR1A,552,29.054,3.87E-09,58.5,OnlyCelToHuman2,
WBGene00016577,WBGene00016577,183396,clec-3,C41H7.7,CSMD1,64478,1556,0,77,OnlyCelToHuman,
WBGene00016580,WBGene00016580,183398,ppm-1.H,C42C1.2,PPM1H,57460,38.889,0,337,RBH,
WBGene00016582,WBGene00016582,178174,vps-8,C42C1.4,VPS8,23355,23.759,0,260,RBH,
WBGene00016583,WBGene00016583,183400,tag-335,C42C1.5,GMPPB,29925,62.842,0,471,RBH,
WBGene00016586,WBGene00016586,178179,,C42C1.8,SLC49A3,84179,28.761,2.85E-54,192,OnlyCelToHuman2,
WBGene00016588,WBGene00016588,183402,hpo-12,C42C1.10,SLC37A4,2542,26.559,0,135,RBH,
WBGene00016589,WBGene00016589,178176,ltah-1.1,C42C1.11,LTA4H,4048,45.546,0,535,OnlyCelToHuman2,
WBGene00016591,WBGene00016591,178175,,C42C1.13,EEF1AKMT3,25895,36.97,0,89.7,NotRBH-HCOPandCelEqual,
WBGene00016591,WBGene00016591,178175,,C42C1.13,VCPKMT,79609,34.146,0,112,RBH,
WBGene00016591,WBGene00016591,178175,,C42C1.13,METTL21A,151194,32.061,0,64.3,NotRBH-HCOPandCelEqual,
WBGene00016592,WBGene00016592,178178,erl-1,C42C1.15,ERLIN1,10613,65.667,0,404,NotRBH-HCOPandCelEqual,
WBGene00016592,WBGene00016592,178178,erl-1,C42C1.15,ERLIN2,11160,67.007,0,412,RBH,
WBGene00016595,WBGene00016595,177493,,C42D4.2,CES1,1066,513,0,133,OnlyCelToHuman,
WBGene00016600,WBGene00016600,180778,ets-5,C42D8.4,FEV,54738,78.378,0,192,RBH,
WBGene00016601,WBGene00016601,172030,acin-1,C43E11.1,ACIN1,22985,43.956,0,90.1,RBH,
WBGene00016602,WBGene00016602,172027,mus-81,C43E11.2,MUS81,80198,31.225,0,97.4,RBH,
WBGene00016603,WBGene00016603,172026,met-1,C43E11.3,SETD2,29072,32.486,0,191,RBH,
WBGene00016606,WBGene00016606,172023,exoc-7,C43E11.8,EXOC7,23265,25,0,95.5,RBH,
WBGene00016607,WBGene00016607,172028,,C43E11.9,NIP7,51388,61.453,0,252,RBH,
WBGene00016608,WBGene00016608,172025,cogc-5,C43E11.11,COG5,10466,26.344,0,97.4,RBH,
WBGene00016610,WBGene00016610,177416,paqr-1,C43G2.1,ADIPOR1,51094,52.117,0,337,NotRBH-HCOPandCelEqual,
WBGene00016611,WBGene00016611,183417,bicd-1,C43G2.2,BICD1,636,35.989,0,168,RBH,
WBGene00016611,WBGene00016611,183417,bicd-1,C43G2.2,BICD2,23299,37.389,0,159,NotRBH-HCOPandCelEqual,
WBGene00016613,WBGene00016613,183419,best-9,C43G2.4,BEST1,7439,344,0,234,OnlyCelToHuman,
WBGene00016614,WBGene00016614,180546,trpp-12,C43H6.1,TRAPPC12,51112,24.561,0,79.7,RBH,
WBGene00016616,WBGene00016616,180545,,C43H6.3,MTPN,136319,43.243,0,93.6,RBH,
WBGene00016620,WBGene00016620,183426,dhhc-9,C43H6.7,ZDHHC16,84287,27.517,0,117,RBH,
WBGene00016621,WBGene00016621,183428,arch-1,C43H8.1,ZBTB8OS,339487,47.183,0,140,RBH,
WBGene00016622,WBGene00016622,172953,mafr-1,C43H8.2,MAF1,84232,32.618,0,101,RBH,
WBGene00016623,WBGene00016623,24104302,psmd-9,C44B7.1,PSMD9,5715,35.61,0,134,RBH,
WBGene00016624,WBGene00016624,3565706,hrpl-1,C44B7.2,HNRNPL,3191,40,0,345,RBH,
WBGene00016626,WBGene00016626,183429,clhm-1,C44B7.4,CALHM2,51063,26.49,0,92.8,NotRBH-HCOPandCelEqual,
WBGene00016626,WBGene00016626,183429,clhm-1,C44B7.4,CALHM3,119395,24.101,0,68.6,NotRBH-HCOPandCelEqual,
WBGene00016626,WBGene00016626,183429,clhm-1,C44B7.4,CALHM4,221301,25.092,0,94.7,RBH,
WBGene00016626,WBGene00016626,183429,clhm-1,C44B7.4,CALHM5,254228,25.292,0,87.4,NotRBH-HCOPandCelEqual,
WBGene00016626,WBGene00016626,183429,clhm-1,C44B7.4,CALHM1,255022,20.623,0,62.4,NotRBH-HCOPandCelEqual,
WBGene00016626,WBGene00016626,183429,clhm-1,C44B7.4,CALHM6,441168,23.466,0,90.9,NotRBH-HCOPandCelEqual,
WBGene00016628,WBGene00016628,174125,slc-36.5,C44B7.6,SLC36A1,206358,457,0,160,OnlyCelToHuman,
WBGene00016629,WBGene00016629,183430,,C44B7.7,GGCT,79017,44.91,0,132,RBH,
WBGene00016629,WBGene00016629,183430,,C44B7.7,M0QZK8,-,44.565,0,65.5,NotRBH-HCOPandCelEqual,
WBGene00016631,WBGene00016631,183431,,C44B7.11,ERMP1,79956,31.51,5.37E-110,359,OnlyCelToHuman2,
WBGene00016632,WBGene00016632,259441,,C44B7.12,ADAL,161823,32.845,0,182,RBH,
WBGene00016633,WBGene00016633,175421,,C44B11.1,FAIM,55179,52.023,0,197,RBH,
WBGene00016642,WBGene00016642,180447,chil-10,C44C1.2,CHID1,66005,29.595,0,179,RBH,
WBGene00016643,WBGene00016643,180449,vps-45,C44C1.4,VPS45,11311,46.92,0,472,RBH,
WBGene00016644,WBGene00016644,180450,abhd-3.2,C44C1.5,ABHD1,84696,387,0,221,OnlyCelToHuman,
WBGene00016650,WBGene00016650,172068,ubr-4,C44E4.1,UBR4,23352,26.344,0,622,RBH,
WBGene00016652,WBGene00016652,172072,got-2.1,C44E4.3,GOT2,2806,63.158,0,548,OnlyCelToHuman2,
WBGene00016653,WBGene00016653,172070,ssb-1,C44E4.4,SSB,6741,35.762,0,172,RBH,
WBGene00016654,WBGene00016654,172067,,C44E4.5,NUDCD1,84955,25.13,0,157,RBH,
WBGene00016655,WBGene00016655,172071,acbp-1,C44E4.6,DBI,1622,56.098,0,99,RBH,
WBGene00016657,WBGene00016657,181023,,C44E12.1,ACY1,95,23.967,6.79E-08,53.5,OnlyCelToHuman2,
WBGene00016661,WBGene00016661,180874,,C45B2.6,PLA2G6,8398,28.378,7.56E-48,181,OnlyCelToHuman2,
WBGene00016664,WBGene00016664,183469,,C45E5.1,PGP,283871,34.459,1.01E-38,138,OnlyCelToHuman2,
WBGene00016665,WBGene00016665,183470,chil-11,C45E5.2,CHI3L1,1116,364,0,102,OnlyCelToHuman,
WBGene00016671,WBGene00016671,177032,,C45G7.4,TRIM13,10206,80,0.000000689,51.6,OnlyCelToHuman,
WBGene00016673,WBGene00016673,183478,ttbk-6,C45G9.1,TTBK1,84630,31.597,2.33E-36,137,OnlyCelToHuman2,
WBGene00016674,WBGene00016674,183479,,C45G9.2,DUS4L,11062,49.286,0,305,RBH,
WBGene00016678,WBGene00016678,175685,,C45G9.7,TAX1BP3,30851,44.444,0,97.8,RBH,
WBGene00016686,WBGene00016686,183484,cyp-33c1,C45H4.2,CYP2C8,1558,31.76,1.91E-84,268,OnlyCelToHuman2,
WBGene00016697,WBGene00016697,178695,cyp-33c2,C45H4.17,CYP2C8,1558,31.466,6.57E-84,267,OnlyCelToHuman2,
WBGene00016698,WBGene00016698,183497,,C46A5.1,PTPN12,5782,28.992,1.09E-20,95.5,OnlyCelToHuman2,
WBGene00016700,WBGene00016700,177558,,C46A5.4,PXDN,7837,36.098,3.31E-100,353,OnlyCelToHuman2,
WBGene00016704,WBGene00016704,180737,hosl-1,C46C11.1,LIPE,3991,33.143,0,288,RBH,
WBGene00016712,WBGene00016712,173716,,C46E10.8,SALL4,57167,649,0.0000000582,51.2,OnlyCelToHuman,
WBGene00016716,WBGene00016716,180859,acs-17,C46F4.2,ACSL4,2182,45.609,0,638,RBH,
WBGene00016725,WBGene00016725,3564865,,C46H3.2,CASKIN2,57513,27.697,0,145,NotRBH-HCOPandCelEqual,
WBGene00016725,WBGene00016725,3564865,,C46H3.2,CASKIN1,57524,31.962,0,160,RBH,
WBGene00016728,WBGene00016728,172131,,C46H11.2,FMO6P,388714,248,0,142,OnlyCelToHuman,
WBGene00016729,WBGene00016729,183522,,C46H11.3,ARPC5,10092,37.762,7.39E-28,100,OnlyCelToHuman2,
WBGene00016735,WBGene00016735,172133,fhod-1,C46H11.11,FHOD3,80206,42.029,0,343,RBH,
WBGene00016739,WBGene00016739,177512,pitr-1,C48A7.2,SLC20A1,6574,41.901,6.33E-61,212,OnlyCelToHuman2,
WBGene00016740,WBGene00016740,172420,,C48B6.2,IMP3,55272,51.099,0,196,RBH,
WBGene00016741,WBGene00016741,172419,,C48B6.3,C16orf72,29035,33.065,0.00000000712,53.9,RBH,
WBGene00016744,WBGene00016744,183572,bbs-9,C48B6.8,BBS9,27241,22.92,0,132,RBH,
WBGene00016747,WBGene00016747,183574,nmur-1,C48C5.1,NTSR1,4923,28.371,0,129,NotRBH-HCOPandCelEqual,
WBGene00016747,WBGene00016747,183574,nmur-1,C48C5.1,NMUR2,56923,33.438,0,173,RBH,
WBGene00016750,WBGene00016750,172321,let-611,C48E7.2,POLR3C,10623,24.064,0,189,RBH,
WBGene00016751,WBGene00016751,172317,,C48E7.6,CSPG4,1464,23.814,0,257,RBH,
WBGene00016754,WBGene00016754,172319,cebp-2,C48E7.11,CEBPG,1054,45.946,0,70.5,RBH,
WBGene00016761,WBGene00016761,183595,tkr-2,C49A9.7,TACR3,6870,36.474,0,199,RBH,
WBGene00016762,WBGene00016762,177380,ugt-24,C49A9.8,UGT1A7,54577,520,0,169,OnlyCelToHuman,
WBGene00016765,WBGene00016765,177670,,C49C8.1,TTBK2,146057,179,0,97.1,OnlyCelToHuman,
